38,1,6,0,0,0,0,0,1,5,0,-1.000000,4.750000,-1.000000
42,1,6,0,0,0,0,0,2,4,0,6.000000,4.333333,-1.000000
32,1,5,0,0,0,0,0,1,3,0,-1.000000,3.000000,-1.000000
39,1,6,0,0,0,0,0,1,5,0,-1.000000,4.750000,-1.000000
39,1,6,0,0,0,0,0,1,5,0,-1.000000,4.750000,-1.000000
30,1,5,0,0,0,0,0,0,5,0,-1.000000,3.750000,-1.000000
37,1,5,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
20,1,3,0,0,0,0,0,1,2,0,-1.000000,3.000000,-1.000000
47,1,6,0,0,0,0,0,2,4,0,11.000000,4.333333,-1.000000
37,1,6,0,0,0,0,0,1,5,0,-1.000000,3.750000,-1.000000
27,1,3,0,0,0,0,0,0,3,0,-1.000000,4.500000,-1.000000
40,1,6,0,0,0,0,0,0,5,0,-1.000000,5.250000,-1.000000
29,1,5,0,0,0,0,0,0,5,0,-1.000000,3.750000,-1.000000
37,1,5,0,0,0,0,0,0,5,0,-1.000000,4.500000,-1.000000
39,1,5,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
24,1,3,0,0,0,0,0,1,2,0,-1.000000,3.000000,-1.000000
40,1,6,0,0,0,0,0,1,5,0,-1.000000,4.750000,-1.000000
29,1,3,0,0,0,0,0,0,3,0,-1.000000,5.000000,-1.000000
46,1,6,0,0,0,0,0,1,5,0,-1.000000,6.500000,-1.000000
43,1,5,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
38,1,6,0,0,0,0,0,1,5,0,-1.000000,4.750000,-1.000000
47,1,6,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
47,1,6,0,0,0,0,0,1,4,0,-1.000000,8.333333,-1.000000
40,1,6,0,0,0,0,0,1,5,0,-1.000000,4.750000,-1.000000
37,1,5,0,0,0,0,0,0,5,0,-1.000000,4.500000,-1.000000
53,1,7,0,0,0,0,0,1,5,0,-1.000000,6.500000,-1.000000
37,1,5,0,0,0,0,0,0,5,0,-1.000000,4.500000,-1.000000
51,1,7,0,0,0,0,0,1,5,0,-1.000000,6.500000,-1.000000
48,1,6,0,0,0,0,0,1,5,0,-1.000000,6.500000,-1.000000
59,1,8,0,0,0,0,0,2,6,0,32.000000,6.800000,-1.000000
28,1,4,0,0,0,0,0,1,2,0,-1.000000,3.000000,-1.000000
40,1,6,0,0,0,0,0,1,5,0,-1.000000,4.750000,-1.000000
44,1,6,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
22,1,2,0,0,0,0,0,0,2,0,-1.000000,3.000000,-1.000000
39,1,6,0,0,0,0,0,1,5,0,-1.000000,4.750000,-1.000000
21,1,3,0,0,0,0,0,0,3,0,-1.000000,3.000000,-1.000000
22,1,3,0,0,0,0,0,1,2,0,-1.000000,3.000000,-1.000000
41,1,6,0,0,0,0,0,1,5,0,-1.000000,4.750000,-1.000000
50,1,7,0,0,0,0,0,1,5,0,-1.000000,6.500000,-1.000000
40,1,6,0,0,0,0,0,1,5,0,-1.000000,4.750000,-1.000000
39,1,5,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
29,1,4,0,0,0,0,0,1,3,0,-1.000000,3.000000,-1.000000
17,1,2,0,0,0,0,0,0,2,0,-1.000000,3.000000,-1.000000
37,1,6,0,0,0,0,0,1,3,0,-1.000000,3.000000,-1.000000
37,1,5,0,0,0,0,0,0,5,0,-1.000000,4.500000,-1.000000
52,1,7,0,0,0,0,0,1,5,0,-1.000000,6.500000,-1.000000
34,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
48,1,6,0,0,0,0,0,1,5,0,-1.000000,6.500000,-1.000000
40,1,6,0,0,0,0,0,1,5,0,-1.000000,4.750000,-1.000000
42,1,5,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
40,1,5,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
22,1,3,0,0,0,0,0,0,3,0,-1.000000,3.000000,-1.000000
33,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
40,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
48,1,6,0,0,0,0,0,1,5,0,-1.000000,6.500000,-1.000000
37,1,5,0,0,0,0,0,0,5,0,-1.000000,4.500000,-1.000000
30,1,4,0,0,0,0,0,1,3,0,-1.000000,3.000000,-1.000000
23,1,3,0,0,0,0,0,0,3,0,-1.000000,3.000000,-1.000000
43,1,6,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
34,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
36,1,4,0,0,0,0,0,1,3,0,-1.000000,5.500000,-1.000000
39,1,5,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
48,1,6,0,0,0,0,0,1,5,0,-1.000000,6.500000,-1.000000
26,1,3,0,0,0,0,0,1,2,0,-1.000000,3.000000,-1.000000
39,1,5,0,0,0,0,0,1,3,0,-1.000000,7.000000,-1.000000
30,1,4,0,0,0,0,0,1,3,0,-1.000000,3.000000,-1.000000
34,1,5,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
28,1,3,0,0,0,0,0,0,3,0,-1.000000,4.500000,-1.000000
38,1,5,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
27,1,4,0,0,0,0,0,1,3,0,-1.000000,3.000000,-1.000000
23,1,3,0,0,0,0,0,1,2,0,-1.000000,3.000000,-1.000000
47,1,6,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
28,1,3,0,0,0,0,0,0,3,0,-1.000000,4.500000,-1.000000
56,1,8,0,0,0,0,0,2,6,0,29.000000,6.200000,-1.000000
42,1,6,0,0,0,0,0,2,3,0,3.000000,5.500000,-1.000000
33,1,4,0,0,0,0,0,1,3,0,-1.000000,5.500000,-1.000000
34,1,4,0,0,0,0,0,1,3,0,-1.000000,5.500000,-1.000000
37,1,5,0,0,0,0,0,0,5,0,-1.000000,4.500000,-1.000000
32,1,4,0,0,0,0,0,1,3,0,-1.000000,7.000000,-1.000000
32,1,5,0,0,0,0,0,1,4,0,-1.000000,4.000000,-1.000000
22,1,3,0,0,0,0,0,0,3,0,-1.000000,3.000000,-1.000000
23,1,3,0,0,0,0,0,1,2,0,-1.000000,3.000000,-1.000000
40,1,5,0,0,0,0,0,1,3,0,-1.000000,7.000000,-1.000000
35,1,4,0,0,0,0,0,1,3,0,-1.000000,7.000000,-1.000000
25,1,4,0,0,0,0,0,2,2,0,3.000000,3.000000,-1.000000
26,1,4,0,0,0,0,0,1,3,0,-1.000000,3.500000,-1.000000
36,1,5,0,0,0,0,0,1,3,0,-1.000000,7.000000,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
29,1,4,0,0,0,0,0,0,4,0,-1.000000,4.000000,-1.000000
28,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
37,1,5,0,0,0,0,0,0,5,0,-1.000000,4.500000,-1.000000
33,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
42,1,6,0,0,0,0,0,1,4,0,-1.000000,7.333333,-1.000000
38,1,5,0,0,0,0,0,1,4,0,-1.000000,6.000000,-1.000000
40,1,5,0,0,0,0,0,2,3,0,3.000000,7.000000,-1.000000
23,1,2,0,0,0,0,0,0,2,0,-1.000000,3.000000,-1.000000
40,1,5,0,0,0,0,0,0,4,0,-1.000000,7.666667,-1.000000
31,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
34,1,4,0,0,0,0,0,0,4,0,-1.000000,5.666667,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
46,1,6,0,0,0,0,0,1,4,0,-1.000000,8.666667,-1.000000
20,1,3,0,0,0,0,0,1,2,0,-1.000000,3.000000,-1.000000
25,1,3,0,0,0,0,0,1,2,0,-1.000000,3.000000,-1.000000
41,1,6,0,0,0,0,0,1,4,0,-1.000000,7.000000,-1.000000
42,1,6,0,0,0,0,0,1,4,0,-1.000000,7.333333,-1.000000
32,1,3,0,0,0,0,0,1,2,0,-1.000000,3.000000,-1.000000
34,1,4,0,0,0,0,0,1,3,0,-1.000000,7.000000,-1.000000
34,1,5,0,0,0,0,0,1,4,0,-1.000000,4.666667,-1.000000
37,1,5,0,0,0,0,0,1,3,0,-1.000000,7.000000,-1.000000
36,1,4,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
42,1,5,0,0,0,0,0,0,4,0,-1.000000,8.333333,-1.000000
29,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
37,1,5,0,0,0,0,0,1,4,0,-1.000000,5.666667,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
56,1,8,0,0,0,0,0,2,6,0,29.000000,6.200000,-1.000000
40,1,5,0,0,0,0,0,1,4,0,-1.000000,6.666667,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
35,1,4,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
29,1,4,0,0,0,0,0,1,3,0,-1.000000,3.500000,-1.000000
25,1,3,0,0,0,0,0,0,3,0,-1.000000,4.500000,-1.000000
40,1,5,0,0,0,0,0,2,3,0,4.000000,5.000000,-1.000000
28,1,4,0,0,0,0,0,0,4,0,-1.000000,3.666667,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
38,1,5,0,0,0,0,0,1,4,0,-1.000000,6.000000,-1.000000
39,1,5,0,0,0,0,0,0,4,0,-1.000000,7.333333,-1.000000
34,1,5,0,0,0,0,0,1,4,0,-1.000000,4.666667,-1.000000
43,1,6,0,0,0,0,0,1,4,0,-1.000000,7.666667,-1.000000
41,1,6,0,0,0,0,0,1,4,0,-1.000000,7.000000,-1.000000
36,1,4,0,0,0,0,0,0,3,0,-1.000000,5.500000,-1.000000
56,1,8,0,0,0,0,0,2,6,0,29.000000,6.200000,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
31,1,4,0,0,0,0,0,0,4,0,-1.000000,4.666667,-1.000000
31,1,4,0,0,0,0,0,0,4,0,-1.000000,4.666667,-1.000000
35,1,4,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
40,1,5,0,0,0,0,0,0,4,0,-1.000000,7.666667,-1.000000
43,1,5,0,0,0,0,0,0,4,0,-1.000000,8.666667,-1.000000
31,1,5,0,0,0,0,0,1,4,0,-1.000000,3.666667,-1.000000
44,1,6,0,0,0,0,0,1,4,0,-1.000000,8.000000,-1.000000
37,1,4,0,0,0,0,0,0,4,0,-1.000000,6.666667,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
45,1,6,0,0,0,0,0,1,4,0,-1.000000,8.333333,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
43,1,6,0,0,0,0,0,1,4,0,-1.000000,7.666667,-1.000000
37,1,5,0,0,0,0,0,1,4,0,-1.000000,5.666667,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
38,1,5,0,0,0,0,0,1,4,0,-1.000000,6.000000,-1.000000
32,1,5,0,0,0,0,0,1,4,0,-1.000000,4.000000,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
29,1,4,0,0,0,0,0,0,4,0,-1.000000,4.000000,-1.000000
34,1,5,0,0,0,0,0,1,4,0,-1.000000,4.666667,-1.000000
29,1,4,0,0,0,0,0,0,4,0,-1.000000,4.000000,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
38,1,5,0,0,0,0,0,1,4,0,-1.000000,6.000000,-1.000000
33,1,4,0,0,0,0,0,0,4,0,-1.000000,5.333333,-1.000000
37,1,5,0,0,0,0,0,1,4,0,-1.000000,5.666667,-1.000000
34,1,4,0,0,0,0,0,0,4,0,-1.000000,5.666667,-1.000000
34,1,4,0,0,0,0,0,0,4,0,-1.000000,5.666667,-1.000000
32,1,5,0,0,0,0,0,1,4,0,-1.000000,4.000000,-1.000000
35,1,4,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
32,1,5,0,0,0,0,0,1,4,0,-1.000000,4.000000,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
32,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
29,1,4,0,0,0,0,0,0,4,0,-1.000000,4.000000,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
37,1,6,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
36,1,4,0,0,0,0,0,0,4,0,-1.000000,6.333333,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
33,1,4,0,0,0,0,0,0,4,0,-1.000000,5.333333,-1.000000
33,1,4,0,0,0,0,0,0,4,0,-1.000000,5.333333,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
37,1,5,0,0,0,0,0,1,4,0,-1.000000,5.666667,-1.000000
33,1,4,0,0,0,0,0,0,4,0,-1.000000,5.333333,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
37,1,5,0,0,0,0,0,1,4,0,-1.000000,5.666667,-1.000000
40,1,5,0,0,0,0,0,0,4,0,-1.000000,7.666667,-1.000000
29,1,4,0,0,0,0,0,0,4,0,-1.000000,4.000000,-1.000000
34,1,5,0,0,0,0,0,1,4,0,-1.000000,4.666667,-1.000000
32,1,5,0,0,0,0,0,1,4,0,-1.000000,4.000000,-1.000000
39,1,5,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
33,1,4,0,0,0,0,0,0,4,0,-1.000000,5.333333,-1.000000
34,1,4,0,0,0,0,0,0,4,0,-1.000000,5.666667,-1.000000
34,1,4,0,0,0,0,0,0,4,0,-1.000000,5.666667,-1.000000
29,1,4,0,0,0,0,0,0,4,0,-1.000000,4.000000,-1.000000
39,1,5,0,0,0,0,0,1,4,0,-1.000000,6.333333,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
33,1,4,0,0,0,0,0,0,4,0,-1.000000,5.333333,-1.000000
32,1,5,0,0,0,0,0,1,4,0,-1.000000,4.000000,-1.000000
33,1,4,0,0,0,0,0,0,4,0,-1.000000,5.333333,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
32,1,5,0,0,0,0,0,1,4,0,-1.000000,4.000000,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
34,1,5,0,0,0,0,0,1,4,0,-1.000000,4.666667,-1.000000
33,1,4,0,0,0,0,0,0,4,0,-1.000000,5.333333,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
31,1,4,0,0,0,0,0,0,4,0,-1.000000,4.666667,-1.000000
37,1,5,0,0,0,0,0,0,4,0,-1.000000,6.666667,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
31,1,4,0,0,0,0,0,0,4,0,-1.000000,4.666667,-1.000000
37,1,5,0,0,0,0,0,1,4,0,-1.000000,5.666667,-1.000000
38,1,4,0,0,0,0,0,0,4,0,-1.000000,7.000000,-1.000000
32,1,5,0,0,0,0,0,1,4,0,-1.000000,4.000000,-1.000000
41,1,6,0,0,0,0,0,1,4,0,-1.000000,7.000000,-1.000000
37,1,5,0,0,0,0,0,0,4,0,-1.000000,6.666667,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
40,1,6,0,0,0,0,0,1,4,0,-1.000000,6.666667,-1.000000
31,1,4,0,0,0,0,0,0,4,0,-1.000000,4.666667,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
31,1,4,0,0,0,0,0,0,4,0,-1.000000,4.666667,-1.000000
26,1,3,0,0,0,0,0,0,3,0,-1.000000,4.500000,-1.000000
29,1,4,0,0,0,0,0,0,4,0,-1.000000,4.000000,-1.000000
31,1,4,0,0,0,0,0,0,4,0,-1.000000,4.666667,-1.000000
31,1,4,0,0,0,0,0,0,4,0,-1.000000,4.666667,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
38,1,5,0,0,0,0,0,1,4,0,-1.000000,6.000000,-1.000000
35,1,4,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
38,1,5,0,0,0,0,0,1,4,0,-1.000000,6.000000,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
28,1,4,0,0,0,0,0,0,3,0,-1.000000,4.500000,-1.000000
23,1,3,0,0,0,0,0,0,3,0,-1.000000,4.500000,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
37,1,5,0,0,0,0,0,1,4,0,-1.000000,5.666667,-1.000000
35,1,4,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
41,1,5,0,0,0,0,0,1,4,0,-1.000000,7.000000,-1.000000
34,1,4,0,0,0,0,0,0,4,0,-1.000000,5.666667,-1.000000
31,1,4,0,0,0,0,0,0,4,0,-1.000000,4.666667,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
38,1,5,0,0,0,0,0,1,4,0,-1.000000,6.000000,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
24,1,3,0,0,0,0,0,0,3,0,-1.000000,4.500000,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
38,1,5,0,0,0,0,0,0,4,0,-1.000000,7.000000,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
40,1,6,0,0,0,0,0,1,4,0,-1.000000,6.666667,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
33,1,4,0,0,0,0,0,0,4,0,-1.000000,5.333333,-1.000000
34,1,5,0,0,0,0,0,1,4,0,-1.000000,4.666667,-1.000000
36,1,4,0,0,0,0,0,0,4,0,-1.000000,6.333333,-1.000000
30,1,4,0,0,0,0,0,0,4,0,-1.000000,4.333333,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
34,1,5,0,0,0,0,0,1,4,0,-1.000000,4.666667,-1.000000
34,1,5,0,0,0,0,0,1,4,0,-1.000000,4.666667,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
34,1,4,0,0,0,0,0,0,4,0,-1.000000,5.666667,-1.000000
38,1,5,0,0,0,0,0,1,4,0,-1.000000,6.000000,-1.000000
29,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
35,1,4,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
37,1,5,0,0,0,0,0,1,4,0,-1.000000,5.666667,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
34,1,4,0,0,0,0,0,0,4,0,-1.000000,5.666667,-1.000000
34,1,5,0,0,0,0,0,1,4,0,-1.000000,4.666667,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
40,1,5,0,0,0,0,0,0,4,0,-1.000000,7.666667,-1.000000
30,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
35,1,4,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
29,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
27,1,3,0,0,0,0,0,1,2,0,-1.000000,3.000000,-1.000000
36,1,4,0,0,0,0,0,1,3,0,-1.000000,5.500000,-1.000000
18,1,2,0,0,0,0,0,0,2,0,-1.000000,3.000000,-1.000000
36,1,4,0,0,0,0,0,1,3,0,-1.000000,6.000000,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
43,1,6,0,0,0,0,0,1,4,0,-1.000000,7.666667,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
35,1,5,0,0,0,0,0,1,4,0,-1.000000,5.000000,-1.000000
33,1,4,0,0,0,0,0,0,4,0,-1.000000,5.333333,-1.000000
20,1,2,0,0,0,0,0,0,2,0,-1.000000,3.000000,-1.000000
18,1,2,0,0,0,0,0,0,2,0,-1.000000,3.000000,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
30,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
34,1,5,0,0,0,0,0,1,4,0,-1.000000,4.666667,-1.000000
40,1,5,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
42,1,6,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
27,1,4,0,0,0,0,0,1,3,0,-1.000000,4.500000,-1.000000
35,1,4,0,0,0,0,0,1,3,0,-1.000000,6.000000,-1.000000
38,1,5,0,0,0,0,0,1,4,0,-1.000000,6.000000,-1.000000
35,1,4,0,0,0,0,0,0,4,0,-1.000000,5.666667,-1.000000
32,1,4,0,0,0,0,0,1,3,0,-1.000000,5.500000,-1.000000
34,1,4,0,0,0,0,0,1,3,0,-1.000000,5.500000,-1.000000
35,1,4,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
29,1,4,0,0,0,0,0,1,3,0,-1.000000,5.500000,-1.000000
42,1,6,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.666667,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.666667,-1.000000
29,1,5,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
46,1,6,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
33,1,4,0,0,0,0,0,1,3,0,-1.000000,6.000000,-1.000000
31,1,4,0,0,0,0,0,1,3,0,-1.000000,5.500000,-1.000000
26,1,4,0,0,0,0,0,0,3,0,-1.000000,5.000000,-1.000000
34,1,4,0,0,0,0,0,1,3,0,-1.000000,5.500000,-1.000000
39,1,5,0,0,0,0,0,1,4,0,-1.000000,5.333333,-1.000000
35,1,5,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
33,1,5,0,0,0,0,0,1,4,0,-1.000000,4.333333,-1.000000
28,1,4,0,0,0,0,0,1,3,0,-1.000000,4.000000,-1.000000
19,1,2,0,0,0,0,0,0,2,0,-1.000000,3.000000,-1.000000
31,1,5,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
33,1,4,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
31,1,5,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
54,1,7,0,0,0,0,0,2,3,0,3.000000,5.500000,-1.000000
29,1,4,0,0,0,0,0,0,3,0,-1.000000,5.000000,-1.000000
27,1,4,0,0,0,0,0,0,3,0,-1.000000,5.000000,-1.000000
36,1,5,0,0,0,0,0,1,3,0,-1.000000,5.500000,-1.000000
25,1,3,0,0,0,0,0,1,2,0,-1.000000,3.000000,-1.000000
50,1,6,0,0,0,0,0,1,4,0,-1.000000,7.333333,-1.000000
33,1,5,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
34,1,5,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
34,1,4,0,0,0,0,0,0,3,0,-1.000000,5.000000,-1.000000
34,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
31,1,4,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
32,1,5,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
30,1,4,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
34,1,5,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
36,1,4,0,0,0,0,0,0,4,0,-1.000000,5.666667,-1.000000
54,1,7,0,0,0,0,0,2,4,0,3.000000,7.333333,-1.000000
33,1,4,0,0,0,0,0,1,3,0,-1.000000,5.500000,-1.000000
33,1,5,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
32,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
30,1,4,0,0,0,0,0,0,3,0,-1.000000,5.000000,-1.000000
33,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
36,1,5,0,0,0,0,0,1,4,0,-1.000000,5.666667,-1.000000
35,1,5,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
33,1,5,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
34,1,5,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
35,1,5,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
50,1,6,0,0,0,0,0,1,4,0,-1.000000,7.333333,-1.000000
44,1,6,0,0,0,0,0,2,4,0,6.000000,5.666667,-1.000000
40,1,5,0,0,0,0,0,1,3,0,-1.000000,5.500000,-1.000000
31,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
31,1,4,0,0,0,0,0,0,4,0,-1.000000,5.000000,-1.000000
35,1,5,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
35,1,5,0,0,0,0,0,0,4,0,-1.000000,6.000000,-1.000000
30,1,4,0,0,0,0,0,1,3,0,-1.000000,5.000000,-1.000000
36,1,5,0,0,0,0,0,1,3,0,-1.000000,6.000000,-1.000000
